NO2(GT),PT08.S4(NO2),T,RH,AH,Day,Month,Hour,Weekday
149.0,1298.0,11.3,58.1,0.7743,7,1,12,4
137.0,1351.0,10.6,62.3,0.7981,7,1,13,4
168.0,1454.0,12.6,57.7,0.8387,7,1,15,4
180.0,1513.0,13.3,56.2,0.8548,7,1,16,4
180.0,1638.0,8.8,74.6,0.8434,7,1,18,4
88.0,1032.0,7.9,69.3,0.7413,8,1,4,0
94.0,1029.0,7.4,71.7,0.7434,8,1,5,0
93.0,1069.0,8.1,68.0,0.7396,8,1,7,0
113.0,1273.0,6.7,77.1,0.7597,8,1,8,0
126.0,1403.0,6.8,77.9,0.7756,8,1,9,0
141.0,1251.0,11.6,54.1,0.7387,8,1,11,0
147.0,1393.0,13.8,50.9,0.7959999999999999,8,1,13,0
175.0,1430.0,13.4,55.9,0.8588,8,1,14,0
192.0,1541.0,13.0,61.9,0.9224,8,1,17,0
188.0,1511.0,12.5,63.6,0.9193,8,1,18,0
179.0,1549.0,12.2,65.8,0.9309999999999999,8,1,19,0
196.0,1701.0,12.6,65.2,0.9474,8,1,20,0
169.0,1429.0,13.3,63.6,0.9681,8,1,21,0
55.0,1094.0,13.7,61.1,0.9537,9,1,4,3
44.0,1082.0,13.5,63.8,0.9801,9,1,5,3
46.0,1080.0,13.2,64.2,0.9664,9,1,7,3
60.0,1074.0,13.8,60.5,0.9526,9,1,9,3
71.0,1144.0,13.7,60.4,0.9390000000000001,9,1,10,3
127.0,1313.0,15.0,56.2,0.9539,9,1,12,3
142.0,1479.0,16.6,52.4,0.981,9,1,14,3
145.0,1669.0,16.4,53.2,0.9826,9,1,15,3
145.0,1324.0,16.1,52.8,0.9579,9,1,16,3
156.0,1327.0,15.7,54.4,0.9616,9,1,17,3
165.0,1334.0,15.2,54.7,0.9362,9,1,19,3
153.0,1402.0,14.7,56.6,0.9392,9,1,20,3
151.0,1348.0,14.4,58.2,0.9495,9,1,21,3
128.0,1297.0,14.0,60.4,0.9622,9,1,23,3
119.0,1319.0,13.1,68.7,1.0329,10,1,1,5
96.0,1210.0,13.2,69.9,1.0526,10,1,2,5
54.0,1138.0,12.4,72.5,1.0411,10,1,5,5
66.0,1171.0,13.0,70.3,1.0502,10,1,6,5
137.0,1776.0,12.8,71.8,1.0551,10,1,8,5
146.0,1804.0,13.1,70.2,1.0567,10,1,9,5
136.0,1626.0,12.8,71.8,1.0551,10,1,10,5
144.0,1598.0,13.1,70.3,1.0566,10,1,11,5
155.0,1701.0,14.4,63.8,1.0421,10,1,14,5
145.0,1640.0,14.1,65.9,1.0552,10,1,16,5
139.0,1629.0,14.1,66.0,1.0539,10,1,17,5
134.0,1611.0,14.0,66.4,1.0536,10,1,18,5
128.0,1593.0,13.8,66.4,1.0451,10,1,19,5
135.0,1620.0,13.4,68.1,1.0441,10,1,20,5
136.0,1526.0,13.2,69.1,1.0452,10,1,21,5
126.0,1430.0,13.0,70.0,1.042,10,1,22,5
116.0,1292.0,12.0,71.9,1.0071,11,1,0,1
107.0,1204.0,13.2,66.8,1.0087,11,1,1,1
91.0,1167.0,12.4,69.5,0.9986,11,1,2,1
70.0,1128.0,11.8,70.6,0.9731,11,1,4,1
78.0,1129.0,12.3,68.0,0.9734,11,1,5,1
75.0,1147.0,12.0,69.2,0.9697,11,1,6,1
101.0,1205.0,11.7,69.8,0.9612,11,1,7,1
147.0,1855.0,12.5,65.1,0.9399,11,1,9,1
143.0,1485.0,12.8,62.5,0.9213,11,1,10,1
153.0,1488.0,13.4,59.9,0.9143,11,1,11,1
149.0,1508.0,13.6,56.4,0.8754,11,1,13,1
147.0,1569.0,13.7,57.9,0.9063,11,1,15,1
159.0,1616.0,13.6,58.9,0.9139,11,1,16,1
152.0,1546.0,13.4,59.7,0.9142,11,1,17,1
162.0,1773.0,12.9,61.5,0.9139,11,1,20,1
156.0,1593.0,12.6,63.9,0.9307,11,1,21,1
127.0,1305.0,12.0,66.6,0.9293,12,1,0,3
123.0,1366.0,11.4,69.6,0.9373,12,1,1,3
122.0,1296.0,11.2,70.3,0.9323,12,1,2,3
85.0,1161.0,10.7,71.3,0.9161,12,1,4,3
83.0,1171.0,10.0,74.8,0.9161,12,1,5,3
98.0,1241.0,9.2,78.5,0.9143,12,1,6,3
138.0,1606.0,8.7,79.4,0.8944,12,1,8,3
138.0,1706.0,8.9,76.5,0.8767,12,1,9,3
170.0,1648.0,9.9,73.3,0.8936,12,1,10,3
191.0,1514.0,11.8,65.5,0.9009999999999999,12,1,11,3
196.0,1506.0,13.0,60.9,0.9061,12,1,12,3
185.0,1518.0,14.7,52.3,0.8687,12,1,13,3
156.0,1473.0,15.1,49.6,0.8428,12,1,14,3
173.0,1554.0,14.6,54.0,0.8946,12,1,17,3
177.0,1806.0,14.3,56.3,0.9119,12,1,18,3
166.0,1883.0,13.1,62.9,0.943,12,1,20,3
158.0,1441.0,10.7,70.9,0.9113,12,1,22,3
133.0,1337.0,10.0,73.2,0.8988,12,1,23,3
123.0,1347.0,9.4,75.0,0.8874,13,1,0,3
120.0,1312.0,8.5,76.9,0.8557,13,1,1,3
105.0,1167.0,8.4,75.9,0.8407,13,1,2,3
86.0,1094.0,6.2,82.1,0.7825,13,1,4,3
77.0,1058.0,7.0,77.3,0.7759,13,1,5,3
127.0,1509.0,8.2,74.9,0.8184,13,1,8,3
134.0,1780.0,8.8,73.2,0.8298,13,1,9,3
175.0,1492.0,11.7,62.7,0.8586,13,1,11,3
178.0,1353.0,13.1,58.5,0.877,13,1,12,3
135.0,1316.0,14.2,54.1,0.8707,13,1,13,3
133.0,1396.0,14.2,54.3,0.8757,13,1,14,3
137.0,1480.0,13.5,57.8,0.8933,13,1,16,3
160.0,1620.0,12.3,63.0,0.9015,13,1,17,3
166.0,1811.0,11.4,68.0,0.9166,13,1,18,3
129.0,1354.0,11.0,67.1,0.8766,13,1,20,3
129.0,1385.0,9.5,71.3,0.8458,13,1,21,3
107.0,1202.0,8.8,71.0,0.8089,13,1,22,3
101.0,1213.0,8.0,73.4,0.7899,13,1,23,3
112.0,1210.0,7.6,73.0,0.7629,14,1,0,4
98.0,1125.0,7.1,73.9,0.7515,14,1,1,4
90.0,1064.0,7.1,73.5,0.7439,14,1,2,4
59.0,1059.0,5.1,81.3,0.7204,14,1,4,4
98.0,1101.0,4.3,82.9,0.6968,14,1,5,4
159.0,1681.0,6.8,74.8,0.7423,14,1,8,4
144.0,1469.0,6.9,75.2,0.7505,14,1,9,4
179.0,1443.0,9.3,67.1,0.7849,14,1,11,4
160.0,1519.0,11.0,60.9,0.7966,14,1,13,4
143.0,1428.0,11.3,60.1,0.8022,14,1,14,4
138.0,1403.0,12.2,56.9,0.8068,14,1,15,4
196.0,1704.0,10.3,66.3,0.8286,14,1,17,4
197.0,1750.0,8.2,74.9,0.8187,14,1,18,4
188.0,1710.0,8.3,75.0,0.8253,14,1,20,4
113.0,1127.0,6.7,74.4,0.7344,14,1,23,4
128.0,1140.0,4.9,80.1,0.7011,15,1,1,5
122.0,1087.0,4.8,79.4,0.6872,15,1,2,5
92.0,972.0,3.4,81.4,0.6425,15,1,5,5
70.0,940.0,4.2,77.0,0.6439,15,1,6,5
83.0,1004.0,3.5,80.8,0.6406,15,1,7,5
127.0,1201.0,3.5,80.3,0.6366,15,1,8,5
155.0,1216.0,4.5,76.6,0.6534,15,1,10,5
153.0,1199.0,5.6,72.3,0.6627,15,1,11,5
212.0,1454.0,10.6,55.3,0.7058,15,1,14,5
168.0,1243.0,12.2,47.0,0.6686,15,1,16,5
179.0,1391.0,10.5,55.1,0.6993,15,1,17,5
182.0,1454.0,8.7,66.3,0.7491,15,1,18,5
166.0,1265.0,7.6,65.3,0.6842,15,1,20,5
168.0,1317.0,6.5,67.6,0.6608,15,1,21,5
148.0,1112.0,5.9,66.4,0.6226,15,1,22,5
151.0,1207.0,5.2,70.0,0.6232,15,1,23,5
165.0,1257.0,5.2,67.8,0.6028,16,1,0,6
115.0,1021.0,3.7,68.9,0.5549,16,1,4,6
120.0,956.0,4.5,62.7,0.5343,16,1,5,6
106.0,977.0,4.7,62.3,0.5368,16,1,6,6
118.0,1013.0,3.9,67.1,0.5483,16,1,7,6
130.0,1037.0,6.1,50.3,0.4769,16,1,9,6
112.0,846.0,9.0,39.5,0.4554,16,1,10,6
96.0,847.0,10.7,34.4,0.4406,16,1,11,6
85.0,809.0,11.4,32.0,0.431,16,1,14,6
80.0,821.0,11.3,32.5,0.4334,16,1,15,6
112.0,859.0,11.0,33.0,0.4331,16,1,16,6
121.0,872.0,10.3,35.0,0.4377,16,1,17,6
167.0,984.0,8.1,37.9,0.41,16,1,20,6
130.0,880.0,7.0,41.5,0.4193,16,1,22,6
110.0,881.0,6.0,46.0,0.4349,17,1,1,0
100.0,875.0,4.4,53.1,0.4484,17,1,2,0
90.0,857.0,3.2,56.0,0.4364,17,1,6,0
95.0,916.0,3.6,55.4,0.4419,17,1,7,0
169.0,1357.0,1.8,63.3,0.4464,17,1,8,0
199.0,1346.0,2.4,60.2,0.4426,17,1,9,0
186.0,1271.0,4.6,52.1,0.4472,17,1,10,0
208.0,1244.0,8.2,40.5,0.4414,17,1,11,0
178.0,1219.0,10.5,34.7,0.4393,17,1,12,0
176.0,1227.0,11.1,33.3,0.4384,17,1,13,0
177.0,1233.0,11.1,32.6,0.4292,17,1,14,0
182.0,1264.0,12.4,28.3,0.4076,17,1,15,0
182.0,1200.0,12.9,24.5,0.363,17,1,16,0
193.0,1363.0,11.4,28.7,0.3865,17,1,17,0
225.0,1811.0,7.8,48.1,0.5115,17,1,19,0
181.0,1251.0,7.2,50.6,0.517,17,1,20,0
153.0,1053.0,5.3,55.0,0.4921,17,1,22,0
142.0,993.0,3.4,60.9,0.4809,18,1,0,1
131.0,948.0,3.0,60.2,0.4639,18,1,1,1
83.0,869.0,4.5,53.8,0.4572,18,1,4,1
87.0,893.0,3.1,59.7,0.4604,18,1,5,1
140.0,1025.0,3.4,58.5,0.4608,18,1,7,1
167.0,1337.0,3.9,57.3,0.4661,18,1,8,1
175.0,1383.0,4.3,56.8,0.4768,18,1,9,1
196.0,1332.0,5.5,54.9,0.4985,18,1,11,1
224.0,1598.0,5.2,76.2,0.6796,18,1,16,1
215.0,1733.0,5.0,79.6,0.7022,18,1,18,1
216.0,1725.0,5.1,83.0,0.7352,18,1,19,1
184.0,1588.0,6.4,82.9,0.8022,18,1,20,1
152.0,1233.0,10.3,74.0,0.9237,18,1,21,1
104.0,1241.0,9.8,81.9,0.9923,18,1,23,1
127.0,1286.0,9.9,81.0,0.9885,19,1,1,2
73.0,945.0,4.8,75.7,0.659,19,1,4,2
52.0,948.0,4.7,78.9,0.682,19,1,5,2
57.0,941.0,5.0,75.0,0.6627,19,1,6,2
89.0,992.0,5.6,69.5,0.6362,19,1,7,2
128.0,1203.0,7.0,64.9,0.6512,19,1,8,2
152.0,1158.0,7.1,65.4,0.6644,19,1,9,2
128.0,1020.0,6.4,67.4,0.6537,19,1,10,2
124.0,994.0,5.3,75.9,0.6824,19,1,11,2
117.0,1018.0,6.3,73.0,0.7024,19,1,12,2
110.0,1099.0,8.6,63.3,0.7073,19,1,13,2
128.0,1132.0,10.0,55.0,0.6753,19,1,14,2
114.0,1014.0,9.4,53.6,0.6333,19,1,15,2
110.0,1013.0,9.2,55.0,0.6402,19,1,16,2
135.0,1109.0,8.6,53.6,0.5992,19,1,19,2
141.0,1167.0,9.0,50.4,0.5809,19,1,20,2
141.0,1109.0,9.2,49.8,0.5808,19,1,21,2
97.0,1005.0,8.8,50.9,0.5781,19,1,23,2
112.0,995.0,8.7,51.1,0.5755,20,1,0,3
62.0,893.0,8.5,51.9,0.5766,20,1,2,3
40.0,863.0,7.8,54.2,0.5755,20,1,4,3
45.0,876.0,7.1,56.0,0.569,20,1,5,3
104.0,947.0,7.5,55.3,0.5734,20,1,7,3
190.0,1381.0,8.3,50.5,0.5558,20,1,10,3
170.0,1181.0,12.4,37.1,0.5329,20,1,11,3
151.0,1175.0,13.9,32.3,0.5117,20,1,12,3
150.0,1178.0,14.4,28.9,0.4723,20,1,13,3
154.0,1191.0,14.8,25.4,0.4259,20,1,14,3
140.0,1018.0,15.1,20.8,0.3536,20,1,15,3
204.0,1386.0,13.7,28.1,0.4381,20,1,17,3
210.0,1594.0,11.5,37.5,0.5068,20,1,18,3
182.0,1414.0,10.4,42.3,0.5337,20,1,19,3
165.0,1259.0,9.9,44.0,0.5381,20,1,20,3
150.0,1205.0,8.7,48.3,0.5458,20,1,21,3
132.0,1032.0,8.1,49.9,0.5417,20,1,22,3
120.0,1015.0,7.3,52.8,0.5419,20,1,23,3
119.0,1035.0,8.0,52.2,0.5623,21,1,0,4
101.0,1046.0,5.4,65.9,0.5947,21,1,4,4
117.0,1056.0,5.5,66.5,0.6054,21,1,5,4
121.0,1129.0,5.9,65.8,0.6178,21,1,6,4
138.0,1230.0,6.4,63.9,0.6192,21,1,7,4
179.0,1761.0,7.9,60.0,0.6406,21,1,9,4
175.0,1481.0,8.3,58.5,0.6403,21,1,10,4
189.0,1526.0,10.2,53.1,0.6608,21,1,12,4
198.0,1579.0,11.1,51.4,0.679,21,1,13,4
142.0,1291.0,12.8,46.9,0.6919,21,1,14,4
139.0,1401.0,13.1,48.0,0.7181,21,1,15,4
135.0,1426.0,13.4,51.2,0.7808,21,1,17,4
194.0,1547.0,12.0,56.5,0.7924,21,1,19,4
230.0,1608.0,8.9,71.0,0.8115,21,1,22,4
207.0,1498.0,8.1,73.8,0.7968,21,1,23,4
223.0,1524.0,7.3,76.8,0.7904,22,1,0,5
216.0,1362.0,7.3,76.7,0.7862,22,1,1,5
198.0,1395.0,7.1,77.3,0.7826,22,1,2,5
126.0,1297.0,7.0,77.8,0.7848,22,1,4,5
193.0,1307.0,5.6,80.4,0.7349,22,1,7,5
196.0,1392.0,6.3,78.8,0.7544,22,1,8,5
208.0,1431.0,6.9,76.9,0.7682,22,1,9,5
217.0,1472.0,9.2,67.7,0.79,22,1,10,5
186.0,1500.0,14.9,49.9,0.8394,22,1,14,5
133.0,1068.0,15.8,33.8,0.6034,22,1,15,5
126.0,994.0,15.4,29.3,0.5068,22,1,16,5
138.0,972.0,14.4,25.7,0.4193,22,1,17,5
167.0,1126.0,12.2,28.7,0.4077,22,1,19,5
175.0,1103.0,11.3,25.7,0.3422,22,1,20,5
215.0,1219.0,8.4,36.5,0.4035,22,1,22,5
196.0,1165.0,8.2,36.8,0.4016,22,1,23,5
181.0,946.0,7.0,39.9,0.4006,23,1,1,6
139.0,938.0,4.2,50.8,0.4234,23,1,4,6
74.0,810.0,4.6,45.1,0.3861,23,1,5,6
73.0,829.0,2.7,53.3,0.4006,23,1,6,6
77.0,812.0,3.1,51.0,0.3947,23,1,7,6
98.0,839.0,2.5,54.1,0.4017,23,1,8,6
121.0,942.0,3.1,53.5,0.4123,23,1,9,6
162.0,987.0,5.0,47.5,0.418,23,1,10,6
175.0,1040.0,8.1,41.2,0.44799999999999995,23,1,14,6
180.0,1075.0,8.9,49.1,0.5629,23,1,16,6
124.0,1025.0,7.1,66.0,0.6678,23,1,17,6
141.0,1157.0,5.4,77.6,0.7031,23,1,19,6
104.0,1042.0,5.8,74.4,0.6924,23,1,22,6
105.0,1064.0,5.9,72.7,0.6791,24,1,0,0
136.0,1173.0,4.0,80.4,0.6629999999999999,24,1,2,0
48.0,855.0,5.8,59.5,0.5519,24,1,4,0
40.0,809.0,6.6,51.3,0.5026,24,1,5,0
67.0,832.0,7.0,47.2,0.4745,24,1,6,0
104.0,902.0,6.6,47.9,0.4686,24,1,7,0
203.0,1147.0,6.9,52.8,0.5293,24,1,9,0
183.0,1007.0,8.7,46.7,0.5249,24,1,10,0
151.0,976.0,10.0,40.6,0.4971,24,1,11,0
138.0,975.0,11.8,35.4,0.4877,24,1,12,0
127.0,997.0,10.7,37.2,0.4788,24,1,13,0
148.0,1034.0,10.7,33.1,0.4256,24,1,15,0
180.0,1092.0,7.8,39.7,0.4206,24,1,18,0
152.0,971.0,6.9,42.5,0.4257,24,1,20,0
75.0,781.0,6.4,41.7,0.4034,24,1,22,0
58.0,779.0,6.1,42.6,0.4041,24,1,23,0
44.0,735.0,5.7,41.5,0.3836,25,1,1,1
20.0,765.0,3.7,56.3,0.45299999999999996,25,1,5,1
35.0,787.0,3.3,58.1,0.4559,25,1,6,1
60.0,763.0,3.9,47.3,0.3862,25,1,7,1
115.0,876.0,4.3,45.9,0.3843,25,1,8,1
147.0,1000.0,3.4,62.7,0.4943,25,1,10,1
114.0,880.0,5.2,44.5,0.3968,25,1,13,1
123.0,917.0,4.7,48.6,0.4194,25,1,14,1
107.0,914.0,4.5,51.0,0.4327,25,1,15,1
121.0,909.0,5.1,50.1,0.4432,25,1,16,1
142.0,1012.0,4.3,56.7,0.47600000000000003,25,1,19,1
106.0,910.0,3.5,60.3,0.4782,25,1,21,1
87.0,870.0,4.1,52.5,0.4351,25,1,22,1
67.0,796.0,3.9,50.6,0.4127,25,1,23,1
55.0,771.0,3.9,47.7,0.3901,26,1,0,2
49.0,769.0,4.0,47.8,0.3939,26,1,1,2
30.0,757.0,3.9,50.9,0.4144,26,1,2,2
17.0,720.0,2.7,53.9,0.4062,26,1,5,2
71.0,783.0,3.6,49.0,0.3915,26,1,7,2
136.0,887.0,3.3,50.2,0.3934,26,1,8,2
163.0,901.0,3.5,47.5,0.3778,26,1,9,2
134.0,874.0,4.5,48.4,0.4131,26,1,11,2
130.0,868.0,4.3,50.0,0.4199,26,1,12,2
122.0,894.0,4.3,49.7,0.4166,26,1,13,2
129.0,913.0,4.9,45.3,0.3955,26,1,14,2
132.0,866.0,5.6,42.4,0.3884,26,1,15,2
133.0,900.0,5.7,43.1,0.3984,26,1,16,2
126.0,922.0,4.8,49.7,0.4305,26,1,17,2
177.0,1033.0,5.1,43.0,0.3821,26,1,18,2
169.0,1048.0,4.9,47.9,0.418,26,1,20,2
114.0,922.0,4.6,54.8,0.4704,26,1,22,2
87.0,857.0,4.2,46.8,0.39,27,1,0,3
74.0,826.0,4.1,42.1,0.3487,27,1,2,3
26.0,745.0,4.1,45.9,0.3804,27,1,5,3
61.0,762.0,4.3,42.5,0.3556,27,1,6,3
91.0,775.0,4.6,38.1,0.3267,27,1,7,3
184.0,972.0,4.6,39.4,0.3367,27,1,8,3
204.0,1038.0,4.8,41.9,0.3634,27,1,9,3
185.0,934.0,5.9,40.2,0.376,27,1,10,3
125.0,872.0,7.0,38.4,0.3861,27,1,11,3
104.0,854.0,6.6,40.2,0.3944,27,1,12,3
115.0,893.0,6.6,41.2,0.4046,27,1,13,3
125.0,881.0,7.3,35.0,0.3584,27,1,15,3
139.0,850.0,7.0,33.5,0.3367,27,1,16,3
142.0,865.0,6.5,32.4,0.3155,27,1,17,3
170.0,928.0,5.7,33.9,0.3131,27,1,18,3
195.0,1025.0,5.0,36.1,0.3178,27,1,19,3
115.0,855.0,4.0,43.1,0.3551,27,1,23,3
111.0,827.0,3.7,46.0,0.3701,28,1,0,4
97.0,810.0,3.3,47.4,0.3716,28,1,1,4
79.0,819.0,4.1,48.1,0.3975,28,1,6,4
167.0,992.0,4.2,48.7,0.4073,28,1,8,4
206.0,1055.0,4.1,49.8,0.4117,28,1,9,4
184.0,966.0,4.3,48.4,0.4043,28,1,10,4
176.0,975.0,4.6,49.7,0.4271,28,1,11,4
191.0,941.0,4.5,49.6,0.42100000000000004,28,1,12,4
147.0,925.0,4.4,48.4,0.4087,28,1,13,4
174.0,997.0,4.7,47.2,0.4075,28,1,14,4
60.0,745.0,1.9,49.7,0.3528,29,1,2,5
34.0,737.0,1.4,53.8,0.3687,29,1,4,5
31.0,734.0,1.0,54.7,0.3657,29,1,5,5
92.0,814.0,1.4,53.1,0.3642,29,1,8,5
101.0,836.0,2.5,51.0,0.3778,29,1,10,5
102.0,819.0,3.6,45.8,0.3674,29,1,12,5
96.0,830.0,3.1,48.1,0.3722,29,1,13,5
102.0,845.0,3.4,46.6,0.3668,29,1,14,5
88.0,809.0,3.7,45.8,0.3697,29,1,15,5
87.0,817.0,4.4,43.7,0.3688,29,1,16,5
115.0,855.0,4.0,44.9,0.3689,29,1,17,5
118.0,847.0,3.3,46.8,0.3671,29,1,18,5
125.0,861.0,2.8,49.0,0.37,29,1,20,5
140.0,849.0,3.1,47.4,0.3661,29,1,21,5
73.0,792.0,2.8,49.1,0.3726,29,1,23,5
92.0,815.0,2.9,49.7,0.3782,30,1,0,6
109.0,825.0,3.8,46.5,0.3762,30,1,1,6
82.0,787.0,3.2,46.9,0.3658,30,1,2,6
83.0,793.0,3.1,44.8,0.3473,30,1,4,6
50.0,728.0,3.1,44.4,0.342,30,1,5,6
44.0,727.0,3.0,43.4,0.3337,30,1,6,6
49.0,722.0,2.8,43.8,0.3308,30,1,7,6
85.0,762.0,3.3,42.3,0.3299,30,1,9,6
77.0,765.0,5.6,37.5,0.3426,30,1,11,6
95.0,760.0,6.9,35.6,0.3561,30,1,13,6
95.0,742.0,8.2,30.1,0.3281,30,1,14,6
76.0,717.0,7.6,27.9,0.2927,30,1,15,6
95.0,709.0,7.9,25.9,0.2774,30,1,16,6
140.0,759.0,5.4,30.1,0.2726,30,1,19,6
164.0,797.0,4.6,33.8,0.2898,30,1,21,6
130.0,820.0,4.0,39.0,0.3203,30,1,23,6
145.0,864.0,2.9,42.8,0.3276,31,1,0,0
126.0,782.0,3.4,38.9,0.3076,31,1,1,0
61.0,685.0,4.0,36.4,0.2982,31,1,2,0
37.0,668.0,3.7,37.7,0.3024,31,1,4,0
37.0,667.0,3.4,38.9,0.3075,31,1,5,0
50.0,674.0,3.7,37.5,0.3012,31,1,6,0
109.0,726.0,3.7,35.2,0.2833,31,1,7,0
181.0,983.0,12.5,17.2,0.2477,31,1,13,0
194.0,976.0,13.2,17.3,0.2606,31,1,14,0
204.0,1131.0,14.1,18.2,0.2908,31,1,16,0
228.0,1294.0,13.0,20.3,0.303,31,1,17,0
208.0,960.0,5.4,43.5,0.3922,31,1,22,0
123.0,894.0,4.1,50.1,0.415,1,2,1,6
109.0,904.0,4.1,51.5,0.4263,1,2,2,6
115.0,935.0,2.5,64.8,0.4807,1,2,4,6
114.0,945.0,1.8,68.9,0.4878,1,2,5,6
187.0,1441.0,3.1,64.0,0.4938,1,2,8,6
198.0,1492.0,3.7,61.7,0.4967,1,2,9,6
196.0,1343.0,4.4,58.8,0.4979,1,2,10,6
218.0,1434.0,5.8,54.1,0.502,1,2,11,6
227.0,1379.0,7.3,50.8,0.5226,1,2,12,6
162.0,1392.0,13.5,44.8,0.6898,1,2,16,6
165.0,1434.0,12.3,48.9,0.6967,1,2,17,6
188.0,1243.0,9.4,36.7,0.4324,1,2,19,6
150.0,966.0,7.3,43.8,0.4505,1,2,22,6
137.0,969.0,6.7,47.6,0.4688,1,2,23,6
133.0,964.0,6.6,51.2,0.5007,2,2,0,2
130.0,1065.0,5.3,57.8,0.5177,2,2,2,2
121.0,986.0,3.3,66.8,0.5215,2,2,4,2
115.0,920.0,3.7,62.9,0.5059,2,2,5,2
125.0,946.0,2.6,67.5,0.5034,2,2,6,2
136.0,941.0,3.5,60.9,0.4857,2,2,7,2
174.0,1286.0,2.7,63.4,0.4787,2,2,8,2
224.0,1638.0,2.8,64.2,0.4859,2,2,9,2
204.0,1206.0,12.7,30.0,0.4398,2,2,12,2
139.0,1000.0,13.7,20.7,0.3221,2,2,13,2
133.0,979.0,13.7,19.9,0.3114,2,2,14,2
127.0,930.0,14.1,18.1,0.2884,2,2,15,2
124.0,960.0,14.5,18.0,0.2956,2,2,16,2
171.0,1285.0,10.5,25.1,0.3194,2,2,18,2
193.0,1527.0,8.9,31.4,0.3597,2,2,19,2
195.0,1641.0,8.2,36.2,0.3953,2,2,20,2
212.0,1195.0,6.7,39.6,0.3906,2,2,21,2
193.0,939.0,5.8,42.0,0.3904,2,2,22,2
167.0,979.0,4.9,45.9,0.3999,2,2,23,2
128.0,902.0,3.4,54.7,0.4323,3,2,2,2
96.0,873.0,2.0,60.8,0.4337,3,2,4,2
105.0,882.0,1.2,63.7,0.4327,3,2,5,2
134.0,938.0,1.3,63.1,0.4322,3,2,7,2
174.0,1246.0,14.9,34.9,0.5869,3,2,15,2
157.0,1240.0,15.7,34.5,0.6111,3,2,16,2
170.0,1344.0,14.7,37.2,0.618,3,2,17,2
212.0,1870.0,12.2,44.8,0.6342,3,2,18,2
231.0,1414.0,9.3,55.5,0.6503,3,2,20,2
216.0,1271.0,8.3,57.6,0.6304,3,2,21,2
217.0,1350.0,6.3,65.1,0.6237,3,2,22,2
203.0,1149.0,6.5,63.1,0.6132,3,2,23,2
161.0,1067.0,6.0,62.7,0.589,4,2,0,5
147.0,1030.0,5.1,65.4,0.5797,4,2,1,5
111.0,954.0,4.7,64.6,0.5568,4,2,2,5
115.0,948.0,5.0,63.5,0.5575,4,2,4,5
138.0,994.0,14.5,28.3,0.4665,4,2,13,5
165.0,979.0,12.1,32.3,0.4548,4,2,15,5
156.0,959.0,11.3,33.5,0.4476,4,2,16,5
204.0,1169.0,8.1,41.0,0.4458,4,2,19,5
208.0,1102.0,7.1,43.9,0.4433,4,2,21,5
174.0,958.0,6.3,45.8,0.4408,4,2,22,5
167.0,952.0,4.9,52.0,0.4548,5,2,1,0
154.0,939.0,4.1,54.7,0.4536,5,2,2,0
164.0,1017.0,1.5,66.2,0.4571,5,2,4,0
149.0,936.0,1.0,67.7,0.4523,5,2,5,0
150.0,957.0,0.8,69.9,0.4591,5,2,6,0
205.0,1021.0,1.3,67.2,0.4598,5,2,7,0
200.0,890.0,7.5,39.2,0.4091,5,2,10,0
147.0,847.0,9.0,34.5,0.39799999999999996,5,2,11,0
126.0,824.0,9.6,31.1,0.3718,5,2,16,0
121.0,807.0,8.6,32.8,0.3669,5,2,17,0
142.0,847.0,7.2,35.0,0.3567,5,2,18,0
174.0,915.0,6.4,36.8,0.3566,5,2,19,0
168.0,917.0,6.0,40.2,0.3773,5,2,20,0
180.0,944.0,5.5,42.6,0.3874,5,2,21,0
157.0,870.0,4.9,43.7,0.3809,5,2,22,0
162.0,898.0,4.2,43.2,0.3605,5,2,23,0
176.0,843.0,3.7,40.1,0.32299999999999995,6,2,1,3
108.0,825.0,0.8,53.8,0.3542,6,2,4,3
88.0,787.0,0.6,53.3,0.3467,6,2,7,3
94.0,771.0,0.8,52.8,0.3468,6,2,8,3
115.0,791.0,0.3,53.7,0.3424,6,2,9,3
173.0,840.0,10.7,25.2,0.3242,6,2,12,3
135.0,790.0,11.1,23.5,0.3105,6,2,13,3
100.0,753.0,10.6,26.0,0.332,6,2,14,3
78.0,755.0,10.3,27.7,0.3481,6,2,15,3
100.0,789.0,10.2,28.3,0.3516,6,2,16,3
150.0,832.0,9.2,29.9,0.3479,6,2,17,3
142.0,819.0,6.9,36.4,0.3635,6,2,18,3
126.0,782.0,5.4,36.6,0.3304,6,2,22,3
120.0,782.0,5.1,37.9,0.3358,6,2,23,3
110.0,777.0,4.8,38.0,0.33,7,2,0,5
92.0,760.0,4.5,38.1,0.3249,7,2,1,5
65.0,726.0,3.8,41.0,0.3327,7,2,4,5
73.0,753.0,3.3,44.6,0.3499,7,2,5,5
133.0,837.0,3.4,47.0,0.3713,7,2,7,5
222.0,969.0,7.5,33.8,0.35200000000000004,7,2,10,5
182.0,897.0,10.8,25.2,0.3251,7,2,11,5
168.0,876.0,12.2,21.4,0.3033,7,2,13,5
149.0,868.0,12.0,21.9,0.3069,7,2,14,5
156.0,865.0,12.2,24.0,0.3392,7,2,15,5
156.0,863.0,12.0,24.3,0.3393,7,2,16,5
187.0,941.0,10.5,27.8,0.3525,7,2,17,5
98.0,831.0,7.2,39.3,0.4004,7,2,23,5
