NO2(GT),PT08.S4(NO2),T,RH,AH,Day,Month,Year,Hour,Weekday
207.0,1498.0,8.1,73.8,0.7968,21,01,2005,23,4
223.0,1524.0,7.3,76.8,0.7904,22,01,2005,00,5
216.0,1362.0,7.3,76.7,0.7862,22,01,2005,01,5
198.0,1395.0,7.1,77.3,0.7826,22,01,2005,02,5
126.0,1297.0,7.0,77.8,0.7848,22,01,2005,04,5
193.0,1307.0,5.6,80.4,0.7349,22,01,2005,07,5
196.0,1392.0,6.3,78.8,0.7544,22,01,2005,08,5
208.0,1431.0,6.9,76.9,0.7682,22,01,2005,09,5
217.0,1472.0,9.2,67.7,0.79,22,01,2005,10,5
246.0,1426.0,11.6,59.8,0.8152,22,01,2005,11,5
186.0,1500.0,14.9,49.9,0.8394,22,01,2005,14,5
133.0,1068.0,15.8,33.8,0.6034,22,01,2005,15,5
126.0,994.0,15.4,29.3,0.5068,22,01,2005,16,5
138.0,972.0,14.4,25.7,0.4193,22,01,2005,17,5
167.0,1126.0,12.2,28.7,0.4077,22,01,2005,19,5
175.0,1103.0,11.3,25.7,0.3422,22,01,2005,20,5
215.0,1219.0,8.4,36.5,0.4035,22,01,2005,22,5
196.0,1165.0,8.2,36.8,0.4016,22,01,2005,23,5
181.0,946.0,7.0,39.9,0.4006,23,01,2005,01,6
139.0,938.0,4.2,50.8,0.4234,23,01,2005,04,6
74.0,810.0,4.6,45.1,0.3861,23,01,2005,05,6
73.0,829.0,2.7,53.3,0.4006,23,01,2005,06,6
77.0,812.0,3.1,51.0,0.3947,23,01,2005,07,6
98.0,839.0,2.5,54.1,0.4017,23,01,2005,08,6
121.0,942.0,3.1,53.5,0.4123,23,01,2005,09,6
162.0,987.0,5.0,47.5,0.418,23,01,2005,10,6
175.0,1040.0,8.1,41.2,0.448,23,01,2005,14,6
180.0,1075.0,8.9,49.1,0.5629,23,01,2005,16,6
124.0,1025.0,7.1,66.0,0.6678,23,01,2005,17,6
141.0,1157.0,5.4,77.6,0.7031,23,01,2005,19,6
104.0,1042.0,5.8,74.4,0.6924,23,01,2005,22,6
105.0,1064.0,5.9,72.7,0.6791,24,01,2005,00,0
136.0,1173.0,4.0,80.4,0.663,24,01,2005,02,0
48.0,855.0,5.8,59.5,0.5519,24,01,2005,04,0
40.0,809.0,6.6,51.3,0.5026,24,01,2005,05,0
67.0,832.0,7.0,47.2,0.4745,24,01,2005,06,0
104.0,902.0,6.6,47.9,0.4686,24,01,2005,07,0
203.0,1147.0,6.9,52.8,0.5293,24,01,2005,09,0
183.0,1007.0,8.7,46.7,0.5249,24,01,2005,10,0
151.0,976.0,10.0,40.6,0.4971,24,01,2005,11,0
138.0,975.0,11.8,35.4,0.4877,24,01,2005,12,0
127.0,997.0,10.7,37.2,0.4788,24,01,2005,13,0
148.0,1034.0,10.7,33.1,0.4256,24,01,2005,15,0
180.0,1092.0,7.8,39.7,0.4206,24,01,2005,18,0
152.0,971.0,6.9,42.5,0.4257,24,01,2005,20,0
75.0,781.0,6.4,41.7,0.4034,24,01,2005,22,0
58.0,779.0,6.1,42.6,0.4041,24,01,2005,23,0
44.0,735.0,5.7,41.5,0.3836,25,01,2005,01,1
20.0,765.0,3.7,56.3,0.453,25,01,2005,05,1
35.0,787.0,3.3,58.1,0.4559,25,01,2005,06,1
60.0,763.0,3.9,47.3,0.3862,25,01,2005,07,1
115.0,876.0,4.3,45.9,0.3843,25,01,2005,08,1
147.0,1000.0,3.4,62.7,0.4943,25,01,2005,10,1
114.0,880.0,5.2,44.5,0.3968,25,01,2005,13,1
123.0,917.0,4.7,48.6,0.4194,25,01,2005,14,1
107.0,914.0,4.5,51.0,0.4327,25,01,2005,15,1
121.0,909.0,5.1,50.1,0.4432,25,01,2005,16,1
142.0,1012.0,4.3,56.7,0.476,25,01,2005,19,1
106.0,910.0,3.5,60.3,0.4782,25,01,2005,21,1
87.0,870.0,4.1,52.5,0.4351,25,01,2005,22,1
67.0,796.0,3.9,50.6,0.4127,25,01,2005,23,1
55.0,771.0,3.9,47.7,0.3901,26,01,2005,00,2
49.0,769.0,4.0,47.8,0.3939,26,01,2005,01,2
30.0,757.0,3.9,50.9,0.4144,26,01,2005,02,2
17.0,720.0,2.7,53.9,0.4062,26,01,2005,05,2
71.0,783.0,3.6,49.0,0.3915,26,01,2005,07,2
136.0,887.0,3.3,50.2,0.3934,26,01,2005,08,2
163.0,901.0,3.5,47.5,0.3778,26,01,2005,09,2
134.0,874.0,4.5,48.4,0.4131,26,01,2005,11,2
130.0,868.0,4.3,50.0,0.4199,26,01,2005,12,2
122.0,894.0,4.3,49.7,0.4166,26,01,2005,13,2
129.0,913.0,4.9,45.3,0.3955,26,01,2005,14,2
132.0,866.0,5.6,42.4,0.3884,26,01,2005,15,2
133.0,900.0,5.7,43.1,0.3984,26,01,2005,16,2
126.0,922.0,4.8,49.7,0.4305,26,01,2005,17,2
177.0,1033.0,5.1,43.0,0.3821,26,01,2005,18,2
169.0,1048.0,4.9,47.9,0.418,26,01,2005,20,2
114.0,922.0,4.6,54.8,0.4704,26,01,2005,22,2
87.0,857.0,4.2,46.8,0.39,27,01,2005,00,3
74.0,826.0,4.1,42.1,0.3487,27,01,2005,02,3
26.0,745.0,4.1,45.9,0.3804,27,01,2005,05,3
61.0,762.0,4.3,42.5,0.3556,27,01,2005,06,3
91.0,775.0,4.6,38.1,0.3267,27,01,2005,07,3
184.0,972.0,4.6,39.4,0.3367,27,01,2005,08,3
204.0,1038.0,4.8,41.9,0.3634,27,01,2005,09,3
185.0,934.0,5.9,40.2,0.376,27,01,2005,10,3
125.0,872.0,7.0,38.4,0.3861,27,01,2005,11,3
104.0,854.0,6.6,40.2,0.3944,27,01,2005,12,3
115.0,893.0,6.6,41.2,0.4046,27,01,2005,13,3
125.0,881.0,7.3,35.0,0.3584,27,01,2005,15,3
139.0,850.0,7.0,33.5,0.3367,27,01,2005,16,3
142.0,865.0,6.5,32.4,0.3155,27,01,2005,17,3
170.0,928.0,5.7,33.9,0.3131,27,01,2005,18,3
195.0,1025.0,5.0,36.1,0.3178,27,01,2005,19,3
115.0,855.0,4.0,43.1,0.3551,27,01,2005,23,3
111.0,827.0,3.7,46.0,0.3701,28,01,2005,00,4
97.0,810.0,3.3,47.4,0.3716,28,01,2005,01,4
79.0,819.0,4.1,48.1,0.3975,28,01,2005,06,4
167.0,992.0,4.2,48.7,0.4073,28,01,2005,08,4
206.0,1055.0,4.1,49.8,0.4117,28,01,2005,09,4
184.0,966.0,4.3,48.4,0.4043,28,01,2005,10,4
176.0,975.0,4.6,49.7,0.4271,28,01,2005,11,4
191.0,941.0,4.5,49.6,0.421,28,01,2005,12,4
147.0,925.0,4.4,48.4,0.4087,28,01,2005,13,4
174.0,997.0,4.7,47.2,0.4075,28,01,2005,14,4
60.0,745.0,1.9,49.7,0.3528,29,01,2005,02,5
34.0,737.0,1.4,53.8,0.3687,29,01,2005,04,5
31.0,734.0,1.0,54.7,0.3657,29,01,2005,05,5
92.0,814.0,1.4,53.1,0.3642,29,01,2005,08,5
101.0,836.0,2.5,51.0,0.3778,29,01,2005,10,5
102.0,819.0,3.6,45.8,0.3674,29,01,2005,12,5
96.0,830.0,3.1,48.1,0.3722,29,01,2005,13,5
102.0,845.0,3.4,46.6,0.3668,29,01,2005,14,5
88.0,809.0,3.7,45.8,0.3697,29,01,2005,15,5
87.0,817.0,4.4,43.7,0.3688,29,01,2005,16,5
115.0,855.0,4.0,44.9,0.3689,29,01,2005,17,5
118.0,847.0,3.3,46.8,0.3671,29,01,2005,18,5
125.0,861.0,2.8,49.0,0.37,29,01,2005,20,5
140.0,849.0,3.1,47.4,0.3661,29,01,2005,21,5
73.0,792.0,2.8,49.1,0.3726,29,01,2005,23,5
92.0,815.0,2.9,49.7,0.3782,30,01,2005,00,6
109.0,825.0,3.8,46.5,0.3762,30,01,2005,01,6
82.0,787.0,3.2,46.9,0.3658,30,01,2005,02,6
83.0,793.0,3.1,44.8,0.3473,30,01,2005,04,6
50.0,728.0,3.1,44.4,0.342,30,01,2005,05,6
44.0,727.0,3.0,43.4,0.3337,30,01,2005,06,6
49.0,722.0,2.8,43.8,0.3308,30,01,2005,07,6
85.0,762.0,3.3,42.3,0.3299,30,01,2005,09,6
77.0,765.0,5.6,37.5,0.3426,30,01,2005,11,6
95.0,760.0,6.9,35.6,0.3561,30,01,2005,13,6
95.0,742.0,8.2,30.1,0.3281,30,01,2005,14,6
76.0,717.0,7.6,27.9,0.2927,30,01,2005,15,6
95.0,709.0,7.9,25.9,0.2774,30,01,2005,16,6
140.0,759.0,5.4,30.1,0.2726,30,01,2005,19,6
164.0,797.0,4.6,33.8,0.2898,30,01,2005,21,6
130.0,820.0,4.0,39.0,0.3203,30,01,2005,23,6
145.0,864.0,2.9,42.8,0.3276,31,01,2005,00,0
126.0,782.0,3.4,38.9,0.3076,31,01,2005,01,0
61.0,685.0,4.0,36.4,0.2982,31,01,2005,02,0
37.0,668.0,3.7,37.7,0.3024,31,01,2005,04,0
37.0,667.0,3.4,38.9,0.3075,31,01,2005,05,0
50.0,674.0,3.7,37.5,0.3012,31,01,2005,06,0
109.0,726.0,3.7,35.2,0.2833,31,01,2005,07,0
283.0,1141.0,6.6,34.4,0.3359,31,01,2005,10,0
256.0,1040.0,10.0,22.4,0.2753,31,01,2005,11,0
261.0,1028.0,11.9,18.6,0.2581,31,01,2005,12,0
181.0,983.0,12.5,17.2,0.2477,31,01,2005,13,0
194.0,976.0,13.2,17.3,0.2606,31,01,2005,14,0
204.0,1131.0,14.1,18.2,0.2908,31,01,2005,16,0
228.0,1294.0,13.0,20.3,0.303,31,01,2005,17,0
270.0,1433.0,10.4,24.7,0.3116,31,01,2005,18,0
285.0,1557.0,8.6,29.8,0.3344,31,01,2005,19,0
235.0,1148.0,6.3,39.4,0.3795,31,01,2005,21,0
208.0,960.0,5.4,43.5,0.3922,31,01,2005,22,0
123.0,894.0,4.1,50.1,0.415,01,02,2005,01,6
109.0,904.0,4.1,51.5,0.4263,01,02,2005,02,6
115.0,935.0,2.5,64.8,0.4807,01,02,2005,04,6
114.0,945.0,1.8,68.9,0.4878,01,02,2005,05,6
187.0,1441.0,3.1,64.0,0.4938,01,02,2005,08,6
198.0,1492.0,3.7,61.7,0.4967,01,02,2005,09,6
196.0,1343.0,4.4,58.8,0.4979,01,02,2005,10,6
218.0,1434.0,5.8,54.1,0.502,01,02,2005,11,6
227.0,1379.0,7.3,50.8,0.5226,01,02,2005,12,6
162.0,1392.0,13.5,44.8,0.6898,01,02,2005,16,6
165.0,1434.0,12.3,48.9,0.6967,01,02,2005,17,6
188.0,1243.0,9.4,36.7,0.4324,01,02,2005,19,6
150.0,966.0,7.3,43.8,0.4505,01,02,2005,22,6
137.0,969.0,6.7,47.6,0.4688,01,02,2005,23,6
133.0,964.0,6.6,51.2,0.5007,02,02,2005,00,2
130.0,1065.0,5.3,57.8,0.5177,02,02,2005,02,2
121.0,986.0,3.3,66.8,0.5215,02,02,2005,04,2
115.0,920.0,3.7,62.9,0.5059,02,02,2005,05,2
125.0,946.0,2.6,67.5,0.5034,02,02,2005,06,2
136.0,941.0,3.5,60.9,0.4857,02,02,2005,07,2
174.0,1286.0,2.7,63.4,0.4787,02,02,2005,08,2
224.0,1638.0,2.8,64.2,0.4859,02,02,2005,09,2
204.0,1206.0,12.7,30.0,0.4398,02,02,2005,12,2
139.0,1000.0,13.7,20.7,0.3221,02,02,2005,13,2
133.0,979.0,13.7,19.9,0.3114,02,02,2005,14,2
127.0,930.0,14.1,18.1,0.2884,02,02,2005,15,2
124.0,960.0,14.5,18.0,0.2956,02,02,2005,16,2
171.0,1285.0,10.5,25.1,0.3194,02,02,2005,18,2
193.0,1527.0,8.9,31.4,0.3597,02,02,2005,19,2
195.0,1641.0,8.2,36.2,0.3953,02,02,2005,20,2
212.0,1195.0,6.7,39.6,0.3906,02,02,2005,21,2
193.0,939.0,5.8,42.0,0.3904,02,02,2005,22,2
167.0,979.0,4.9,45.9,0.3999,02,02,2005,23,2
128.0,902.0,3.4,54.7,0.4323,03,02,2005,02,2
96.0,873.0,2.0,60.8,0.4337,03,02,2005,04,2
105.0,882.0,1.2,63.7,0.4327,03,02,2005,05,2
134.0,938.0,1.3,63.1,0.4322,03,02,2005,07,2
309.0,1706.0,2.1,62.2,0.4491,03,02,2005,09,2
322.0,1425.0,5.1,50.8,0.4499,03,02,2005,10,2
333.0,1230.0,8.5,39.7,0.4425,03,02,2005,11,2
174.0,1246.0,14.9,34.9,0.5869,03,02,2005,15,2
157.0,1240.0,15.7,34.5,0.6111,03,02,2005,16,2
170.0,1344.0,14.7,37.2,0.618,03,02,2005,17,2
212.0,1870.0,12.2,44.8,0.6342,03,02,2005,18,2
249.0,1758.0,10.3,52.4,0.6578,03,02,2005,19,2
231.0,1414.0,9.3,55.5,0.6503,03,02,2005,20,2
216.0,1271.0,8.3,57.6,0.6304,03,02,2005,21,2
217.0,1350.0,6.3,65.1,0.6237,03,02,2005,22,2
203.0,1149.0,6.5,63.1,0.6132,03,02,2005,23,2
161.0,1067.0,6.0,62.7,0.589,04,02,2005,00,5
147.0,1030.0,5.1,65.4,0.5797,04,02,2005,01,5
111.0,954.0,4.7,64.6,0.5568,04,02,2005,02,5
115.0,948.0,5.0,63.5,0.5575,04,02,2005,04,5
306.0,1472.0,2.3,70.9,0.5182,04,02,2005,08,5
301.0,1405.0,4.4,61.1,0.5176,04,02,2005,09,5
274.0,1325.0,7.7,49.8,0.5267,04,02,2005,10,5
247.0,1277.0,12.1,36.9,0.5212,04,02,2005,11,5
138.0,994.0,14.5,28.3,0.4665,04,02,2005,13,5
165.0,979.0,12.1,32.3,0.4548,04,02,2005,15,5
156.0,959.0,11.3,33.5,0.4476,04,02,2005,16,5
204.0,1169.0,8.1,41.0,0.4458,04,02,2005,19,5
208.0,1102.0,7.1,43.9,0.4433,04,02,2005,21,5
174.0,958.0,6.3,45.8,0.4408,04,02,2005,22,5
167.0,952.0,4.9,52.0,0.4548,05,02,2005,01,0
154.0,939.0,4.1,54.7,0.4536,05,02,2005,02,0
164.0,1017.0,1.5,66.2,0.4571,05,02,2005,04,0
149.0,936.0,1.0,67.7,0.4523,05,02,2005,05,0
150.0,957.0,0.8,69.9,0.4591,05,02,2005,06,0
205.0,1021.0,1.3,67.2,0.4598,05,02,2005,07,0
283.0,1198.0,2.0,63.6,0.4564,05,02,2005,08,0
200.0,890.0,7.5,39.2,0.4091,05,02,2005,10,0
147.0,847.0,9.0,34.5,0.398,05,02,2005,11,0
126.0,824.0,9.6,31.1,0.3718,05,02,2005,16,0
121.0,807.0,8.6,32.8,0.3669,05,02,2005,17,0
142.0,847.0,7.2,35.0,0.3567,05,02,2005,18,0
174.0,915.0,6.4,36.8,0.3566,05,02,2005,19,0
168.0,917.0,6.0,40.2,0.3773,05,02,2005,20,0
180.0,944.0,5.5,42.6,0.3874,05,02,2005,21,0
157.0,870.0,4.9,43.7,0.3809,05,02,2005,22,0
162.0,898.0,4.2,43.2,0.3605,05,02,2005,23,0
176.0,843.0,3.7,40.1,0.323,06,02,2005,01,3
108.0,825.0,0.8,53.8,0.3542,06,02,2005,04,3
88.0,787.0,0.6,53.3,0.3467,06,02,2005,07,3
94.0,771.0,0.8,52.8,0.3468,06,02,2005,08,3
115.0,791.0,0.3,53.7,0.3424,06,02,2005,09,3
173.0,840.0,10.7,25.2,0.3242,06,02,2005,12,3
135.0,790.0,11.1,23.5,0.3105,06,02,2005,13,3
100.0,753.0,10.6,26.0,0.332,06,02,2005,14,3
78.0,755.0,10.3,27.7,0.3481,06,02,2005,15,3
100.0,789.0,10.2,28.3,0.3516,06,02,2005,16,3
150.0,832.0,9.2,29.9,0.3479,06,02,2005,17,3
142.0,819.0,6.9,36.4,0.3635,06,02,2005,18,3
126.0,782.0,5.4,36.6,0.3304,06,02,2005,22,3
120.0,782.0,5.1,37.9,0.3358,06,02,2005,23,3
110.0,777.0,4.8,38.0,0.33,07,02,2005,00,5
92.0,760.0,4.5,38.1,0.3249,07,02,2005,01,5
65.0,726.0,3.8,41.0,0.3327,07,02,2005,04,5
73.0,753.0,3.3,44.6,0.3499,07,02,2005,05,5
133.0,837.0,3.4,47.0,0.3713,07,02,2005,07,5
281.0,1067.0,5.6,40.5,0.3704,07,02,2005,09,5
222.0,969.0,7.5,33.8,0.352,07,02,2005,10,5
182.0,897.0,10.8,25.2,0.3251,07,02,2005,11,5
168.0,876.0,12.2,21.4,0.3033,07,02,2005,13,5
149.0,868.0,12.0,21.9,0.3069,07,02,2005,14,5
156.0,865.0,12.2,24.0,0.3392,07,02,2005,15,5
156.0,863.0,12.0,24.3,0.3393,07,02,2005,16,5
187.0,941.0,10.5,27.8,0.3525,07,02,2005,17,5
98.0,831.0,7.2,39.3,0.4004,07,02,2005,23,5
74.0,785.0,7.0,39.8,0.4006,08,02,2005,01,1
49.0,761.0,7.1,40.5,0.409,08,02,2005,02,1
54.0,782.0,6.0,42.9,0.404,08,02,2005,04,1
69.0,802.0,6.4,42.7,0.4126,08,02,2005,05,1
92.0,817.0,6.1,43.6,0.4129,08,02,2005,06,1
146.0,885.0,5.9,45.1,0.4211,08,02,2005,07,1
253.0,1268.0,6.6,43.7,0.4273,08,02,2005,09,1
180.0,996.0,10.5,33.4,0.4246,08,02,2005,11,1
165.0,844.0,13.9,20.7,0.3271,08,02,2005,15,1
156.0,800.0,13.6,20.0,0.3093,08,02,2005,16,1
207.0,1400.0,8.5,50.9,0.5664,11,02,2005,21,2
213.0,1268.0,8.3,53.3,0.5843,11,02,2005,22,2
192.0,1279.0,7.1,58.1,0.5885,11,02,2005,23,2
211.0,1313.0,5.8,64.3,0.5964,12,02,2005,00,4
229.0,1274.0,5.3,66.8,0.5979,12,02,2005,01,4
216.0,1174.0,5.0,66.6,0.5871,12,02,2005,02,4
146.0,1065.0,5.1,65.9,0.5827,12,02,2005,04,4
136.0,1087.0,4.1,69.0,0.5735,12,02,2005,05,4
176.0,1144.0,5.2,65.5,0.5836,12,02,2005,07,4
224.0,1263.0,6.0,62.8,0.5929,12,02,2005,08,4
207.0,1290.0,7.1,59.3,0.6005,12,02,2005,09,4
229.0,1382.0,9.0,54.7,0.6271,12,02,2005,11,4
208.0,1450.0,10.0,53.1,0.6495,12,02,2005,12,4
207.0,1488.0,10.8,52.0,0.6738,12,02,2005,13,4
248.0,1637.0,11.0,53.6,0.7033,12,02,2005,18,4
251.0,1659.0,11.0,55.1,0.7221,12,02,2005,19,4
265.0,1712.0,11.4,55.4,0.7471,12,02,2005,20,4
241.0,1587.0,10.2,60.0,0.7461,12,02,2005,22,4
231.0,1543.0,10.1,59.9,0.7379,12,02,2005,23,4
229.0,1488.0,9.9,63.2,0.7706,13,02,2005,00,6
221.0,1541.0,9.4,73.4,0.8662,13,02,2005,01,6
180.0,1451.0,9.4,77.7,0.9203,13,02,2005,02,6
140.0,1430.0,8.9,81.3,0.9277,13,02,2005,04,6
150.0,1348.0,8.3,84.0,0.9234,13,02,2005,06,6
145.0,1356.0,8.1,85.0,0.9221,13,02,2005,07,6
149.0,1420.0,8.7,83.7,0.9423,13,02,2005,08,6
155.0,1477.0,9.5,82.4,0.976,13,02,2005,09,6
158.0,1473.0,11.0,78.2,1.022,13,02,2005,10,6
188.0,1456.0,14.1,67.9,1.0859,13,02,2005,11,6
154.0,1310.0,16.3,56.6,1.0422,13,02,2005,12,6
107.0,1277.0,18.7,48.0,1.0259,13,02,2005,13,6
90.0,1109.0,19.4,32.4,0.7239,13,02,2005,16,6
100.0,1081.0,17.1,35.8,0.6944,13,02,2005,17,6
179.0,1198.0,13.9,43.8,0.6937,13,02,2005,20,6
116.0,1032.0,13.7,42.9,0.6687,13,02,2005,21,6
143.0,1137.0,12.5,47.8,0.6877,13,02,2005,22,6
142.0,1173.0,11.8,53.4,0.7366,13,02,2005,23,6
109.0,1120.0,9.8,61.2,0.7413,14,02,2005,02,0
62.0,1024.0,8.3,67.2,0.7382,14,02,2005,04,0
49.0,1024.0,7.7,68.9,0.728,14,02,2005,05,0
81.0,1053.0,6.9,70.0,0.6997,14,02,2005,06,0
176.0,1257.0,9.4,44.9,0.5296,14,02,2005,08,0
193.0,1175.0,10.3,45.4,0.5666,14,02,2005,09,0
168.0,1043.0,11.5,39.6,0.5372,14,02,2005,10,0
123.0,1013.0,11.7,36.9,0.506,14,02,2005,11,0
111.0,913.0,11.8,36.2,0.4999,14,02,2005,12,0
120.0,990.0,12.0,38.7,0.5402,14,02,2005,13,0
123.0,967.0,13.7,30.3,0.4724,14,02,2005,14,0
115.0,917.0,12.6,30.6,0.4443,14,02,2005,15,0
140.0,901.0,13.6,22.7,0.3529,14,02,2005,17,0
185.0,1044.0,11.8,23.0,0.3171,14,02,2005,18,0
200.0,1018.0,10.4,18.0,0.2269,14,02,2005,20,0
191.0,928.0,9.7,20.6,0.2488,14,02,2005,21,0
169.0,878.0,9.4,24.8,0.2923,14,02,2005,22,0
139.0,936.0,8.8,31.2,0.3533,14,02,2005,23,0
102.0,813.0,8.7,31.2,0.3521,15,02,2005,00,1
76.0,766.0,8.5,30.4,0.3391,15,02,2005,01,1
56.0,740.0,8.0,32.9,0.353,15,02,2005,02,1
30.0,738.0,6.9,39.1,0.3901,15,02,2005,04,1
28.0,738.0,6.9,39.8,0.3966,15,02,2005,05,1
56.0,780.0,6.1,40.8,0.3868,15,02,2005,06,1
94.0,834.0,6.0,41.5,0.3896,15,02,2005,07,1
220.0,1017.0,6.5,39.5,0.3865,15,02,2005,09,1
134.0,801.0,12.8,19.8,0.2933,15,02,2005,12,1
135.0,792.0,12.0,19.3,0.2716,15,02,2005,14,1
158.0,901.0,11.5,22.1,0.2987,15,02,2005,17,1
181.0,1085.0,10.4,23.1,0.2905,15,02,2005,18,1
185.0,1132.0,9.5,25.2,0.2996,15,02,2005,19,1
187.0,1141.0,8.9,26.9,0.3069,15,02,2005,20,1
174.0,953.0,7.4,31.8,0.3287,15,02,2005,22,1
182.0,1015.0,6.6,37.5,0.3664,15,02,2005,23,1
182.0,999.0,6.3,40.1,0.3842,16,02,2005,00,2
193.0,1078.0,5.2,44.2,0.3943,16,02,2005,01,2
142.0,913.0,3.3,52.2,0.4074,16,02,2005,04,2
201.0,1052.0,3.5,54.2,0.4297,16,02,2005,07,2
288.0,1273.0,5.2,48.3,0.4304,16,02,2005,08,2
206.0,1014.0,8.9,33.8,0.385,16,02,2005,10,2
98.0,887.0,9.1,33.0,0.3827,16,02,2005,11,2
139.0,948.0,9.6,31.3,0.3763,16,02,2005,13,2
155.0,942.0,9.3,34.6,0.405,16,02,2005,15,2
155.0,967.0,8.9,37.9,0.4318,16,02,2005,16,2
148.0,1010.0,8.2,41.8,0.4563,16,02,2005,17,2
153.0,1110.0,7.4,44.5,0.4582,16,02,2005,18,2
216.0,1111.0,5.0,46.6,0.4099,16,02,2005,22,2
200.0,1016.0,5.8,40.3,0.374,16,02,2005,23,2
192.0,1101.0,5.4,43.8,0.3945,17,02,2005,00,3
187.0,984.0,5.7,42.1,0.3883,17,02,2005,01,3
173.0,1024.0,5.7,42.1,0.3885,17,02,2005,02,3
64.0,837.0,5.7,46.6,0.4298,17,02,2005,04,3
46.0,804.0,6.9,45.0,0.4499,17,02,2005,05,3
51.0,794.0,6.9,42.2,0.4224,17,02,2005,06,3
115.0,935.0,6.4,43.8,0.423,17,02,2005,07,3
238.0,1134.0,6.6,44.6,0.4383,17,02,2005,08,3
202.0,1152.0,7.7,42.1,0.444,17,02,2005,09,3
167.0,969.0,10.1,36.7,0.4536,17,02,2005,10,3
139.0,913.0,9.0,41.4,0.4775,17,02,2005,11,3
130.0,1003.0,8.3,47.8,0.5238,17,02,2005,13,3
143.0,1072.0,8.9,45.5,0.5208,17,02,2005,14,3
143.0,980.0,8.9,46.1,0.5256,17,02,2005,15,3
136.0,972.0,9.0,44.9,0.5173,17,02,2005,16,3
177.0,1160.0,8.4,45.2,0.4977,17,02,2005,18,3
198.0,1185.0,7.6,47.8,0.5013,17,02,2005,19,3
191.0,1058.0,7.4,46.9,0.4854,17,02,2005,21,3
169.0,1016.0,6.9,48.2,0.4832,17,02,2005,22,3
106.0,883.0,7.1,47.9,0.4867,17,02,2005,23,3
105.0,910.0,6.9,48.7,0.4874,18,02,2005,00,4
130.0,905.0,6.8,48.2,0.4792,18,02,2005,01,4
45.0,803.0,6.4,49.8,0.4814,18,02,2005,04,4
35.0,794.0,6.9,48.1,0.4796,18,02,2005,05,4
205.0,1115.0,6.9,48.8,0.4903,18,02,2005,08,4
199.0,1174.0,8.4,44.6,0.4922,18,02,2005,09,4
146.0,953.0,11.5,33.1,0.4479,18,02,2005,13,4
134.0,987.0,11.3,31.7,0.4249,18,02,2005,15,4
141.0,1096.0,11.1,32.2,0.4243,18,02,2005,17,4
190.0,1111.0,7.0,44.2,0.4446,18,02,2005,22,4
250.0,1023.0,4.1,55.0,0.4558,19,02,2005,00,5
219.0,997.0,3.1,57.8,0.4462,19,02,2005,01,5
156.0,913.0,3.1,56.7,0.4388,19,02,2005,02,5
98.0,860.0,2.3,58.9,0.4317,19,02,2005,04,5
89.0,867.0,1.9,60.0,0.4276,19,02,2005,05,5
148.0,941.0,0.9,64.6,0.4294,19,02,2005,07,5
194.0,1072.0,0.6,65.0,0.4231,19,02,2005,08,5
231.0,1099.0,2.1,59.9,0.4338,19,02,2005,09,5
217.0,1027.0,4.2,54.0,0.4483,19,02,2005,11,5
210.0,982.0,7.4,43.8,0.4538,19,02,2005,12,5
126.0,902.0,11.2,34.5,0.4586,19,02,2005,13,5
118.0,937.0,13.8,32.4,0.5084,19,02,2005,14,5
114.0,901.0,12.4,34.9,0.5002,19,02,2005,15,5
140.0,969.0,13.5,29.1,0.4486,19,02,2005,17,5
202.0,1147.0,10.9,34.9,0.4568,19,02,2005,19,5
231.0,1185.0,9.7,39.7,0.4792,19,02,2005,21,5
214.0,1141.0,9.1,41.9,0.4857,19,02,2005,22,5
173.0,1083.0,9.4,44.7,0.5279,20,02,2005,00,6
169.0,1026.0,8.5,45.8,0.5108,20,02,2005,01,6
130.0,993.0,8.2,46.9,0.5099,20,02,2005,04,6
72.0,894.0,8.4,48.6,0.5375,20,02,2005,05,6
40.0,881.0,8.0,54.7,0.5883,20,02,2005,06,6
56.0,905.0,7.8,55.7,0.5914,20,02,2005,07,6
81.0,919.0,8.8,50.7,0.5752,20,02,2005,09,6
94.0,946.0,10.6,45.8,0.5838,20,02,2005,11,6
97.0,976.0,9.1,56.2,0.6515,20,02,2005,12,6
112.0,1024.0,7.9,66.5,0.7124,20,02,2005,13,6
107.0,1038.0,8.4,61.0,0.6721,20,02,2005,15,6
114.0,1013.0,8.6,57.3,0.6429,20,02,2005,16,6
115.0,996.0,8.4,56.3,0.6227,20,02,2005,17,6
127.0,1006.0,8.0,57.7,0.6222,20,02,2005,18,6
149.0,1040.0,7.4,59.3,0.6123,20,02,2005,20,6
105.0,965.0,7.7,54.4,0.5753,20,02,2005,22,6
116.0,976.0,7.7,53.0,0.5572,20,02,2005,23,6
112.0,1010.0,6.7,62.8,0.6188,21,02,2005,00,0
80.0,948.0,6.6,61.9,0.6056,21,02,2005,01,0
59.0,936.0,5.7,70.3,0.6498,21,02,2005,02,0
63.0,1001.0,3.3,84.3,0.6617,21,02,2005,06,0
164.0,1282.0,5.1,75.0,0.6646,21,02,2005,08,0
218.0,1375.0,4.6,77.6,0.6651,21,02,2005,09,0
254.0,1260.0,3.8,84.3,0.6811,21,02,2005,10,0
210.0,1196.0,6.2,77.4,0.7383,21,02,2005,11,0
172.0,1227.0,8.1,64.0,0.6942,21,02,2005,14,0
157.0,1184.0,6.9,71.3,0.7118,21,02,2005,15,0
